name,,count
Afghanistan,2997,6845750.5
Afghanistan,15000,6845750.5
Afghanistan,201546,6845750.5
Afghanistan,49851,6845750.5
Afghanistan,10000,6845750.5
Afghanistan,13737,6845750.5
Afghanistan,48400,6845750.5
Afghanistan,64256,6845750.5
Afghanistan,7407,6845750.5
Afghanistan,17345,6845750.5
Afghanistan,22305,6845750.5
Afghanistan,24000,6845750.5
Afghanistan,35008,6845750.5
Afghanistan,14388.5,6845750.5
Afghanistan,74441,6845750.5
Afghanistan,41029,6845750.5
Afghanistan,147426,6845750.5
Afghanistan,199795,6845750.5
Afghanistan,50469,6845750.5
Afghanistan,12191,6845750.5
Afghanistan,129892.5,6845750.5
Afghanistan,52490,6845750.5
Afghanistan,210855.5,6845750.5
Afghanistan,401697,6845750.5
Afghanistan,53676,6845750.5
Afghanistan,82680.5,6845750.5
Afghanistan,61863,6845750.5
Afghanistan,163598.5,6845750.5
Afghanistan,58604,6845750.5
Afghanistan,439232.5,6845750.5
Afghanistan,365432.5,6845750.5
Afghanistan,613871,6845750.5
Afghanistan,3160266,6845750.5
Aland,10682,10682
Albania,21286,1606363.5
Albania,69747.5,1606363.5
Albania,41469,1606363.5
Albania,6495,1606363.5
Albania,7967,1606363.5
Albania,17832,1606363.5
Albania,15147,1606363.5
Albania,7890,1606363.5
Albania,35000,1606363.5
Albania,58259,1606363.5
Albania,46866,1606363.5
Albania,14046,1606363.5
Albania,11556,1606363.5
Albania,12691,1606363.5
Albania,11955,1606363.5
Albania,10686,1606363.5
Albania,23437,1606363.5
Albania,14848,1606363.5
Albania,15405,1606363.5
Albania,18695,1606363.5
Albania,10064,1606363.5
Albania,89508.5,1606363.5
Albania,132956.5,1606363.5
Albania,132233,1606363.5
Albania,122006,1606363.5
Albania,658318,1606363.5
Algeria,148000,10468969
Algeria,144000,10468969
Algeria,134500,10468969
Algeria,125000,10468969
Algeria,123590,10468969
Algeria,100821,10468969
Algeria,26568,10468969
Algeria,200186.5,10468969
Algeria,181059,10468969
Algeria,5628,10468969
Algeria,14364,10468969
Algeria,51118,10468969
Algeria,193941.5,10468969
Algeria,666,10468969
Algeria,216,10468969
Algeria,3030,10468969
Algeria,67413,10468969
Algeria,177497,10468969
Algeria,18124,10468969
Algeria,449167,10468969
Algeria,108230,10468969
Algeria,159177,10468969
Algeria,134855,10468969
Algeria,184195,10468969
Algeria,274520,10468969
Algeria,388174,10468969
Algeria,110144,10468969
Algeria,145863.5,10468969
Algeria,134947,10468969
Algeria,171742,10468969
Algeria,56910,10468969
Algeria,22351.5,10468969
Algeria,142415.5,10468969
Algeria,18270,10468969
Algeria,7293,10468969
Algeria,423251,10468969
Algeria,28632,10468969
Algeria,32049,10468969
Algeria,108279,10468969
Algeria,91499,10468969
Algeria,176271,10468969
Algeria,202103,10468969
Algeria,170901,10468969
Algeria,274744,10468969
Algeria,269467,10468969
Algeria,355047,10468969
Algeria,527638,10468969
Algeria,721992,10468969
Algeria,71808,10468969
Algeria,125480,10468969
Algeria,2665831.5,10468969
American Samoa,12038,12038
Andorra,38127,38127
Angola,100,6011601
Angola,25578,6011601
Angola,79842.5,6011601
Angola,40907,6011601
Angola,2324,6011601
Angola,984,6011601
Angola,15665.5,6011601
Angola,12731,6011601
Angola,8144,6011601
Angola,5248.5,6011601
Angola,795,6011601
Angola,11519.5,6011601
Angola,10579,6011601
Angola,42201,6011601
Angola,19705.5,6011601
Angola,65329,6011601
Angola,78905.5,6011601
Angola,531,6011601
Angola,19489,6011601
Angola,4837,6011601
Angola,30000,6011601
Angola,149,6011601
Angola,150,6011601
Angola,8748,6011601
Angola,468.5,6011601
Angola,1502,6011601
Angola,1411,6011601
Angola,186,6011601
Angola,9964,6011601
Angola,1307,6011601
Angola,25,6011601
Angola,298,6011601
Angola,11985,6011601
Angola,17000,6011601
Angola,2353,6011601
Angola,29638.5,6011601
Angola,56787.5,6011601
Angola,113955,6011601
Angola,170733,6011601
Angola,447,6011601
Angola,17276.5,6011601
Angola,40000,6011601
Angola,106451,6011601
Angola,142017,6011601
Angola,114086.5,6011601
Angola,128130.5,6011601
Angola,13030,6011601
Angola,986000,6011601
Angola,3562086,6011601
Antarctica,34.5,2416.5
Antarctica,41,2416.5
Antarctica,102.5,2416.5
Antarctica,60,2416.5
Antarctica,76,2416.5
Antarctica,30.5,2416.5
Antarctica,115,2416.5
Antarctica,40,2416.5
Antarctica,53.5,2416.5
Antarctica,26,2416.5
Antarctica,20,2416.5
Antarctica,3,2416.5
Antarctica,49.5,2416.5
Antarctica,600,2416.5
Antarctica,42.5,2416.5
Antarctica,19,2416.5
Antarctica,0.5,2416.5
Antarctica,114.5,2416.5
Antarctica,40,2416.5
Antarctica,45,2416.5
Antarctica,15,2416.5
Antarctica,125,2416.5
Antarctica,125,2416.5
Antarctica,5,2416.5
Antarctica,25.5,2416.5
Antarctica,5,2416.5
Antarctica,35,2416.5
Antarctica,40,2416.5
Antarctica,33,2416.5
Antarctica,43,2416.5
Antarctica,57,2416.5
Antarctica,20,2416.5
Antarctica,15,2416.5
Antarctica,19,2416.5
Antarctica,30,2416.5
Antarctica,152.5,2416.5
Antarctica,29.5,2416.5
Antarctica,4,2416.5
Antarctica,75,2416.5
Antarctica,50,2416.5
Antigua and Barbuda,29862.5,29862.5
Argentina,5300,25539953.5
Argentina,2519,25539953.5
Argentina,410,25539953.5
Argentina,1825,25539953.5
Argentina,1548,25539953.5
Argentina,4269,25539953.5
Argentina,61159,25539953.5
Argentina,93128.5,25539953.5
Argentina,66663,25539953.5
Argentina,99974,25539953.5
Argentina,2390,25539953.5
Argentina,47597,25539953.5
Argentina,55969.5,25539953.5
Argentina,117123.5,25539953.5
Argentina,77149.5,25539953.5
Argentina,26645,25539953.5
Argentina,48408.5,25539953.5
Argentina,19924,25539953.5
Argentina,43719,25539953.5
Argentina,18749,25539953.5
Argentina,26716,25539953.5
Argentina,21586.5,25539953.5
Argentina,7100,25539953.5
Argentina,34773.5,25539953.5
Argentina,20713,25539953.5
Argentina,18967,25539953.5
Argentina,17430,25539953.5
Argentina,38578,25539953.5
Argentina,741,25539953.5
Argentina,5719,25539953.5
Argentina,2958,25539953.5
Argentina,9895.5,25539953.5
Argentina,43231,25539953.5
Argentina,30593,25539953.5
Argentina,76701,25539953.5
Argentina,29605,25539953.5
Argentina,1269,25539953.5
Argentina,60256,25539953.5
Argentina,2572,25539953.5
Argentina,587,25539953.5
Argentina,4480,25539953.5
Argentina,11369,25539953.5
Argentina,1093,25539953.5
Argentina,6020,25539953.5
Argentina,64811,25539953.5
Argentina,59996.5,25539953.5
Argentina,13376,25539953.5
Argentina,19828,25539953.5
Argentina,1599,25539953.5
Argentina,75958,25539953.5
Argentina,2921,25539953.5
Argentina,30051,25539953.5
Argentina,6453,25539953.5
Argentina,4277,25539953.5
Argentina,6143,25539953.5
Argentina,25833.5,25539953.5
Argentina,339945,25539953.5
Argentina,48275,25539953.5
Argentina,20032.5,25539953.5
Argentina,25913,25539953.5
Argentina,226852,25539953.5
Argentina,30282.5,25539953.5
Argentina,69649,25539953.5
Argentina,17365,25539953.5
Argentina,701,25539953.5
Argentina,605,25539953.5
Argentina,557,25539953.5
Argentina,493,25539953.5
Argentina,11847,25539953.5
Argentina,22834,25539953.5
Argentina,4400,25539953.5
Argentina,8556,25539953.5
Argentina,1218,25539953.5
Argentina,86192,25539953.5
Argentina,7190,25539953.5
Argentina,3412,25539953.5
Argentina,10609,25539953.5
Argentina,13610,25539953.5
Argentina,18278,25539953.5
Argentina,21054,25539953.5
Argentina,66141.5,25539953.5
Argentina,440388.5,25539953.5
Argentina,71448,25539953.5
Argentina,69744.5,25539953.5
Argentina,43407.5,25539953.5
Argentina,2838,25539953.5
Argentina,4458,25539953.5
Argentina,46483,25539953.5
Argentina,8492,25539953.5
Argentina,1522,25539953.5
Argentina,49345,25539953.5
Argentina,38049.5,25539953.5
Argentina,11359,25539953.5
Argentina,6209.5,25539953.5
Argentina,55249,25539953.5
Argentina,47559,25539953.5
Argentina,20343,25539953.5
Argentina,8989,25539953.5
Argentina,1145,25539953.5
Argentina,9478,25539953.5
Argentina,11498,25539953.5
Argentina,4000,25539953.5
Argentina,14133,25539953.5
Argentina,13594,25539953.5
Argentina,11387,25539953.5
Argentina,9421,25539953.5
Argentina,18297,25539953.5
Argentina,7683,25539953.5
Argentina,22872.5,25539953.5
Argentina,132760.5,25539953.5
Argentina,12655,25539953.5
Argentina,9607,25539953.5
Argentina,9979,25539953.5
Argentina,86640.5,25539953.5
Argentina,52079,25539953.5
Argentina,20048,25539953.5
Argentina,19152,25539953.5
Argentina,65059,25539953.5
Argentina,84799.5,25539953.5
Argentina,54031,25539953.5
Argentina,308146,25539953.5
Argentina,135959.5,25539953.5
Argentina,258739,25539953.5
Argentina,69461.5,25539953.5
Argentina,71274.5,25539953.5
Argentina,2347,25539953.5
Argentina,3766,25539953.5
Argentina,31095,25539953.5
Argentina,50483.5,25539953.5
Argentina,5185,25539953.5
Argentina,79523.5,25539953.5
Argentina,70562,25539953.5
Argentina,11499,25539953.5
Argentina,162586,25539953.5
Argentina,147130,25539953.5
Argentina,317549.5,25539953.5
Argentina,368455.5,25539953.5
Argentina,55860.5,25539953.5
Argentina,6329,25539953.5
Argentina,433892,25539953.5
Argentina,25062.5,25539953.5
Argentina,213823.5,25539953.5
Argentina,97693.5,25539953.5
Argentina,91953,25539953.5
Argentina,484646,25539953.5
Argentina,678803.5,25539953.5
Argentina,202272,25539953.5
Argentina,393504,25539953.5
Argentina,1094784.5,25539953.5
Argentina,3305,25539953.5
Argentina,77183,25539953.5
Argentina,123291,25539953.5
Argentina,827815,25539953.5
Argentina,279041,25539953.5
Argentina,554916,25539953.5
Argentina,1374467.5,25539953.5
Argentina,334589.5,25539953.5
Argentina,11862073,25539953.5
Armenia,18779,1411273
Armenia,14737,1411273
Armenia,20562,1411273
Armenia,21680,1411273
Armenia,8200,1411273
Armenia,140277.5,1411273
Armenia,89295,1411273
Armenia,1097742.5,1411273
Aruba,50887.5,50887.5
Australia,3026,14863850
Australia,57215.5,14863850
Australia,2475,14863850
Australia,505,14863850
Australia,237,14863850
Australia,5025,14863850
Australia,10,14863850
Australia,639,14863850
Australia,1037.5,14863850
Australia,11281.5,14863850
Australia,686,14863850
Australia,1822,14863850
Australia,1537,14863850
Australia,424,14863850
Australia,259,14863850
Australia,1213,14863850
Australia,2054,14863850
Australia,1771.5,14863850
Australia,3140,14863850
Australia,3995,14863850
Australia,1446,14863850
Australia,26683.5,14863850
Australia,18817.5,14863850
Australia,187,14863850
Australia,355,14863850
Australia,32408,14863850
Australia,33065,14863850
Australia,265,14863850
Australia,442,14863850
Australia,3607.5,14863850
Australia,13460,14863850
Australia,6019.5,14863850
Australia,61036.5,14863850
Australia,6811,14863850
Australia,5604,14863850
Australia,5661.5,14863850
Australia,4873,14863850
Australia,6277,14863850
Australia,6422,14863850
Australia,5729.5,14863850
Australia,4076.5,14863850
Australia,16444,14863850
Australia,10379,14863850
Australia,20334.5,14863850
Australia,9720,14863850
Australia,10338,14863850
Australia,7160,14863850
Australia,6111,14863850
Australia,10026.5,14863850
Australia,8340.5,14863850
Australia,5391,14863850
Australia,8171,14863850
Australia,30131.5,14863850
Australia,10681,14863850
Australia,6204,14863850
Australia,48961,14863850
Australia,6105.5,14863850
Australia,6845.5,14863850
Australia,1806,14863850
Australia,13997.5,14863850
Australia,45549,14863850
Australia,4624,14863850
Australia,5244.5,14863850
Australia,4523,14863850
Australia,1351,14863850
Australia,2442,14863850
Australia,2729,14863850
Australia,850,14863850
Australia,206,14863850
Australia,1976,14863850
Australia,1513,14863850
Australia,50,14863850
Australia,636,14863850
Australia,614.5,14863850
Australia,537,14863850
Australia,1791,14863850
Australia,528,14863850
Australia,450,14863850
Australia,12417,14863850
Australia,15542.5,14863850
Australia,14185.5,14863850
Australia,7489,14863850
Australia,6992.5,14863850
Australia,912,14863850
Australia,7450,14863850
Australia,4596,14863850
Australia,11985.5,14863850
Australia,5464,14863850
Australia,5838.5,14863850
Australia,9427,14863850
Australia,17701.5,14863850
Australia,16982.5,14863850
Australia,4471.5,14863850
Australia,249955,14863850
Australia,73404,14863850
Australia,29750,14863850
Australia,3693,14863850
Australia,33430.5,14863850
Australia,4659,14863850
Australia,9073,14863850
Australia,18677.5,14863850
Australia,3976,14863850
Australia,246,14863850
Australia,459,14863850
Australia,1068,14863850
Australia,1157,14863850
Australia,2894,14863850
Australia,26495.5,14863850
Australia,10024,14863850
Australia,7494.5,14863850
Australia,9818.5,14863850
Australia,10327.5,14863850
Australia,11338,14863850
Australia,5996.5,14863850
Australia,283,14863850
Australia,142,14863850
Australia,402.5,14863850
Australia,296,14863850
Australia,186.5,14863850
Australia,25114,14863850
Australia,4366.5,14863850
Australia,6450.5,14863850
Australia,7489,14863850
Australia,7357,14863850
Australia,8369.5,14863850
Australia,7166,14863850
Australia,6132.5,14863850
Australia,2004.5,14863850
Australia,3351,14863850
Australia,1683.5,14863850
Australia,177,14863850
Australia,1157,14863850
Australia,1658,14863850
Australia,12652,14863850
Australia,3490.5,14863850
Australia,930,14863850
Australia,10,14863850
Australia,1004,14863850
Australia,1209,14863850
Australia,5229.5,14863850
Australia,3199,14863850
Australia,573,14863850
Australia,1085,14863850
Australia,7392,14863850
Australia,2678,14863850
Australia,654,14863850
Australia,190,14863850
Australia,4016.5,14863850
Australia,5330,14863850
Australia,7205,14863850
Australia,227,14863850
Australia,316,14863850
Australia,734.5,14863850
Australia,68534,14863850
Australia,13275.5,14863850
Australia,42070,14863850
Australia,35080,14863850
Australia,7871.5,14863850
Australia,8062,14863850
Australia,4251,14863850
Australia,28065.5,14863850
Australia,201319.5,14863850
Australia,1252.5,14863850
Australia,21818.5,14863850
Australia,11186.5,14863850
Australia,29882,14863850
Australia,33324.5,14863850
Australia,149336,14863850
Australia,187,14863850
Australia,560,14863850
Australia,1900,14863850
Australia,421,14863850
Australia,33737,14863850
Australia,4560.5,14863850
Australia,86711,14863850
Australia,818,14863850
Australia,203,14863850
Australia,2830,14863850
Australia,173,14863850
Australia,1202,14863850
Australia,18920.5,14863850
Australia,46062,14863850
Australia,29055,14863850
Australia,10983,14863850
Australia,9707,14863850
Australia,66053.5,14863850
Australia,18490.5,14863850
Australia,65106.5,14863850
Australia,8171.5,14863850
Australia,9595,14863850
Australia,52866,14863850
Australia,11890.5,14863850
Australia,32058,14863850
Australia,25179,14863850
Australia,8997,14863850
Australia,16636,14863850
Australia,27065,14863850
Australia,11664.5,14863850
Australia,36708,14863850
Australia,30467.5,14863850
Australia,21793.5,14863850
Australia,17232.5,14863850
Australia,12438.5,14863850
Australia,21102,14863850
Australia,10324.5,14863850
Australia,68790,14863850
Australia,11369.5,14863850
Australia,158,14863850
Australia,27596,14863850
Australia,59024.5,14863850
Australia,132107,14863850
Australia,429954.5,14863850
Australia,17932.5,14863850
Australia,82973,14863850
Australia,26949,14863850
Australia,280866,14863850
Australia,816285.5,14863850
Australia,990677,14863850
Australia,129212,14863850
Australia,1393176.5,14863850
Australia,64285,14863850
Australia,1206108,14863850
Australia,2131812.5,14863850
Australia,4135711,14863850
Austria,26928,3124858.5
Austria,13165,3124858.5
Austria,60621.5,3124858.5
Austria,242780,3124858.5
Austria,88588,3124858.5
Austria,265161.5,3124858.5
Austria,50000,3124858.5
Austria,178274,3124858.5
Austria,133840.5,3124858.5
Austria,2065500,3124858.5
Azerbaijan,8657,3082588
Azerbaijan,7333,3082588
Azerbaijan,12626,3082588
Azerbaijan,0,3082588
Azerbaijan,11867,3082588
Azerbaijan,6876,3082588
Azerbaijan,301699.5,3082588
Azerbaijan,50014,3082588
Azerbaijan,272154.5,3082588
Azerbaijan,70452,3082588
Azerbaijan,35031.5,3082588
Azerbaijan,60180,3082588
Azerbaijan,63579.5,3082588
Azerbaijan,57473,3082588
Azerbaijan,37724,3082588
Azerbaijan,79771,3082588
Azerbaijan,2007150,3082588
Bahrain,360697,360697
Bangladesh,180144,19098968
Bangladesh,237000,19098968
Bangladesh,330126,19098968
Bangladesh,167900,19098968
Bangladesh,223622,19098968
Bangladesh,243987,19098968
Bangladesh,202242,19098968
Bangladesh,389411,19098968
Bangladesh,137888,19098968
Bangladesh,142361,19098968
Bangladesh,232209,19098968
Bangladesh,285564,19098968
Bangladesh,1447669.5,19098968
Bangladesh,755066.5,19098968
Bangladesh,9899167,19098968
Bangladesh,4224611,19098968
Barbados,143865,143865
Belarus,156514.5,4516372.5
Belarus,79216,4516372.5
Belarus,96055,4516372.5
Belarus,120838.5,4516372.5
Belarus,100936,4516372.5
Belarus,343527,4516372.5
Belarus,212821.5,4516372.5
Belarus,130276.5,4516372.5
Belarus,99126,4516372.5
Belarus,285867,4516372.5
Belarus,127694.5,4516372.5
Belarus,472337.5,4516372.5
Belarus,333318.5,4516372.5
Belarus,266775,4516372.5
Belarus,1691069,4516372.5
Belgium,91277,3569803
Belgium,69222,3569803
Belgium,26179,3569803
Belgium,337914.5,3569803
Belgium,472803,3569803
Belgium,131589,3569803
Belgium,97155.5,3569803
Belgium,272749.5,3569803
Belgium,689902.5,3569803
Belgium,1381011,3569803
Belize,13451,131679.5
Belize,8724,131679.5
Belize,8506,131679.5
Belize,62244.5,131679.5
Belize,18066.5,131679.5
Belize,6387,131679.5
Belize,14300.5,131679.5
Benin,86971,1713855
Benin,73483,1713855
Benin,83503,1713855
Benin,82154,1713855
Benin,65356.5,1713855
Benin,152708.5,1713855
Benin,176303,1713855
Benin,267084,1713855
Benin,726292,1713855
Bermuda,32910,32910
Bhutan,15000,113930.5
Bhutan,5000,113930.5
Bhutan,5000,113930.5
Bhutan,88930.5,113930.5
Bolivia,20758.5,5874123.5
Bolivia,12235,5874123.5
Bolivia,227052,5874123.5
Bolivia,1778,5874123.5
Bolivia,2364,5874123.5
Bolivia,36008,5874123.5
Bolivia,234478,5874123.5
Bolivia,2422,5874123.5
Bolivia,1006,5874123.5
Bolivia,11749,5874123.5
Bolivia,2190,5874123.5
Bolivia,8447,5874123.5
Bolivia,34776,5874123.5
Bolivia,3224.5,5874123.5
Bolivia,28069,5874123.5
Bolivia,4723,5874123.5
Bolivia,11616,5874123.5
Bolivia,10,5874123.5
Bolivia,4629.5,5874123.5
Bolivia,9982,5874123.5
Bolivia,2926,5874123.5
Bolivia,953,5874123.5
Bolivia,5266.5,5874123.5
Bolivia,3000,5874123.5
Bolivia,2685,5874123.5
Bolivia,5844,5874123.5
Bolivia,2276.5,5874123.5
Bolivia,4715,5874123.5
Bolivia,7376,5874123.5
Bolivia,19640,5874123.5
Bolivia,3445,5874123.5
Bolivia,5439.5,5874123.5
Bolivia,10,5874123.5
Bolivia,197,5874123.5
Bolivia,1123,5874123.5
Bolivia,4189,5874123.5
Bolivia,2361,5874123.5
Bolivia,1884,5874123.5
Bolivia,573,5874123.5
Bolivia,8565,5874123.5
Bolivia,553,5874123.5
Bolivia,160576,5874123.5
Bolivia,33734,5874123.5
Bolivia,25499.5,5874123.5
Bolivia,83821,5874123.5
Bolivia,72,5874123.5
Bolivia,9959,5874123.5
Bolivia,10392,5874123.5
Bolivia,24480,5874123.5
Bolivia,12085,5874123.5
Bolivia,4210,5874123.5
Bolivia,1201,5874123.5
Bolivia,6857.5,5874123.5
Bolivia,17273,5874123.5
Bolivia,3025,5874123.5
Bolivia,18761,5874123.5
Bolivia,36544,5874123.5
Bolivia,804138,5874123.5
Bolivia,227592.5,5874123.5
Bolivia,19212.5,5874123.5
Bolivia,35511,5874123.5
Bolivia,6352,5874123.5
Bolivia,9211,5874123.5
Bolivia,69333.5,5874123.5
Bolivia,155513,5874123.5
Bolivia,223287,5874123.5
Bolivia,74014,5874123.5
Bolivia,1201399.5,5874123.5
Bolivia,1859530.5,5874123.5
Bosnia and Herzegovina,151388,1383431.5
Bosnia and Herzegovina,133792.5,1383431.5
Bosnia and Herzegovina,143410,1383431.5
Bosnia and Herzegovina,70602.5,1383431.5
Bosnia and Herzegovina,221422,1383431.5
Bosnia and Herzegovina,662816.5,1383431.5
Botswana,39700,673275
Botswana,6306,673275
Botswana,1473,673275
Botswana,1942,673275
Botswana,9679,673275
Botswana,1409,673275
Botswana,1763,673275
Botswana,757,673275
Botswana,47059,673275
Botswana,7774.5,673275
Botswana,2492.5,673275
Botswana,3301,673275
Botswana,27179,673275
Botswana,50343.5,673275
Botswana,45773.5,673275
Botswana,57713,673275
Botswana,89179.5,673275
Botswana,47607.5,673275
Botswana,47996,673275
Botswana,183827,673275
Brazil,30217,100038543
Brazil,30330,100038543
Brazil,22347,100038543
Brazil,41521,100038543
Brazil,58511.5,100038543
Brazil,6798,100038543
Brazil,203157,100038543
Brazil,45831,100038543
Brazil,10855,100038543
Brazil,21301,100038543
Brazil,25762,100038543
Brazil,75047,100038543
Brazil,18156,100038543
Brazil,21252.5,100038543
Brazil,64217.5,100038543
Brazil,16761.5,100038543
Brazil,37412,100038543
Brazil,60413.5,100038543
Brazil,102517.5,100038543
Brazil,70233,100038543
Brazil,47517.5,100038543
Brazil,25184.5,100038543
Brazil,27210.5,100038543
Brazil,101628.5,100038543
Brazil,125498.5,100038543
Brazil,43379.5,100038543
Brazil,68731.5,100038543
Brazil,76728.5,100038543
Brazil,85136.5,100038543
Brazil,102926,100038543
Brazil,46076.5,100038543
Brazil,26797,100038543
Brazil,21048.5,100038543
Brazil,63978,100038543
Brazil,79910.5,100038543
Brazil,22173.5,100038543
Brazil,242088,100038543
Brazil,85274,100038543
Brazil,87312,100038543
Brazil,466661,100038543
Brazil,18462,100038543
Brazil,21826,100038543
Brazil,21673,100038543
Brazil,47167,100038543
Brazil,41849.5,100038543
Brazil,28596.5,100038543
Brazil,61871,100038543
Brazil,30882,100038543
Brazil,109869,100038543
Brazil,27798.5,100038543
Brazil,65013,100038543
Brazil,49145,100038543
Brazil,85365.5,100038543
Brazil,28897.5,100038543
Brazil,29794.5,100038543
Brazil,91203.5,100038543
Brazil,135071,100038543
Brazil,472180,100038543
Brazil,123381.5,100038543
Brazil,44301.5,100038543
Brazil,102577,100038543
Brazil,19934.5,100038543
Brazil,41602,100038543
Brazil,38417.5,100038543
Brazil,53793.5,100038543
Brazil,33551,100038543
Brazil,46124.5,100038543
Brazil,286326,100038543
Brazil,81163.5,100038543
Brazil,42198.5,100038543
Brazil,128803.5,100038543
Brazil,79760,100038543
Brazil,32532,100038543
Brazil,31196,100038543
Brazil,57155.5,100038543
Brazil,40180,100038543
Brazil,27794.5,100038543
Brazil,33613.5,100038543
Brazil,148439.5,100038543
Brazil,56638,100038543
Brazil,30723.5,100038543
Brazil,32085,100038543
Brazil,24089.5,100038543
Brazil,11951.5,100038543
Brazil,110966,100038543
Brazil,41095,100038543
Brazil,9980.5,100038543
Brazil,85350,100038543
Brazil,29300,100038543
Brazil,30554.5,100038543
Brazil,43224,100038543
Brazil,27411.5,100038543
Brazil,174808.5,100038543
Brazil,166719,100038543
Brazil,844583,100038543
Brazil,842890,100038543
Brazil,993920,100038543
Brazil,184980,100038543
Brazil,133083,100038543
Brazil,22564.5,100038543
Brazil,8586,100038543
Brazil,22003.5,100038543
Brazil,27841,100038543
Brazil,18658.5,100038543
Brazil,53646.5,100038543
Brazil,25627.5,100038543
Brazil,93113,100038543
Brazil,23354,100038543
Brazil,36122,100038543
Brazil,18710.5,100038543
Brazil,662373,100038543
Brazil,123985,100038543
Brazil,177710,100038543
Brazil,96994,100038543
Brazil,82722,100038543
Brazil,60780.5,100038543
Brazil,126386,100038543
Brazil,413568.5,100038543
Brazil,695322.5,100038543
Brazil,154730,100038543
Brazil,51698,100038543
Brazil,337747,100038543
Brazil,329530,100038543
Brazil,68666,100038543
Brazil,175219,100038543
Brazil,51798.5,100038543
Brazil,44795,100038543
Brazil,199722,100038543
Brazil,49485,100038543
Brazil,81936,100038543
Brazil,70709,100038543
Brazil,38460,100038543
Brazil,105238,100038543
Brazil,44061,100038543
Brazil,97562,100038543
Brazil,191083.5,100038543
Brazil,228878,100038543
Brazil,120889,100038543
Brazil,681214,100038543
Brazil,659554,100038543
Brazil,144662,100038543
Brazil,118134,100038543
Brazil,53066,100038543
Brazil,55780.5,100038543
Brazil,27518,100038543
Brazil,13638,100038543
Brazil,83288,100038543
Brazil,34129,100038543
Brazil,29807.5,100038543
Brazil,24912,100038543
Brazil,48901,100038543
Brazil,15808.5,100038543
Brazil,13562.5,100038543
Brazil,9992.5,100038543
Brazil,32704,100038543
Brazil,125314.5,100038543
Brazil,32384.5,100038543
Brazil,26290,100038543
Brazil,35300,100038543
Brazil,4047,100038543
Brazil,51375,100038543
Brazil,10,100038543
Brazil,56769,100038543
Brazil,38095.5,100038543
Brazil,22705,100038543
Brazil,24516,100038543
Brazil,58096,100038543
Brazil,1929,100038543
Brazil,8750,100038543
Brazil,45595.5,100038543
Brazil,38053,100038543
Brazil,25278.5,100038543
Brazil,195032,100038543
Brazil,181457,100038543
Brazil,318320,100038543
Brazil,70159.5,100038543
Brazil,70436,100038543
Brazil,81698.5,100038543
Brazil,42042.5,100038543
Brazil,40377,100038543
Brazil,45937,100038543
Brazil,51673.5,100038543
Brazil,22528.5,100038543
Brazil,15301.5,100038543
Brazil,38641,100038543
Brazil,980,100038543
Brazil,41214.5,100038543
Brazil,22694.5,100038543
Brazil,22386,100038543
Brazil,146794,100038543
Brazil,97736.5,100038543
Brazil,48450.5,100038543
Brazil,557017,100038543
Brazil,143150,100038543
Brazil,45112.5,100038543
Brazil,92561.5,100038543
Brazil,47275.5,100038543
Brazil,59047,100038543
Brazil,59119,100038543
Brazil,320029.5,100038543
Brazil,229300,100038543
Brazil,74173,100038543
Brazil,366989,100038543
Brazil,24354.5,100038543
Brazil,50242.5,100038543
Brazil,241421,100038543
Brazil,28380,100038543
Brazil,139972,100038543
Brazil,17233,100038543
Brazil,164149.5,100038543
Brazil,31041,100038543
Brazil,19860,100038543
Brazil,21024.5,100038543
Brazil,29188,100038543
Brazil,40338,100038543
Brazil,17797.5,100038543
Brazil,14479.5,100038543
Brazil,35923,100038543
Brazil,32639,100038543
Brazil,37515.5,100038543
Brazil,213799,100038543
Brazil,35055,100038543
Brazil,45730,100038543
Brazil,72031,100038543
Brazil,56584.5,100038543
Brazil,52953.5,100038543
Brazil,16199,100038543
Brazil,43577,100038543
Brazil,37945,100038543
Brazil,15450.5,100038543
Brazil,40691,100038543
Brazil,31722,100038543
Brazil,63375.5,100038543
Brazil,85720.5,100038543
Brazil,352971,100038543
Brazil,279381,100038543
Brazil,22563.5,100038543
Brazil,42378,100038543
Brazil,33303,100038543
Brazil,50690,100038543
Brazil,11368,100038543
Brazil,68849,100038543
Brazil,48318,100038543
Brazil,21688,100038543
Brazil,278595.5,100038543
Brazil,39217.5,100038543
Brazil,19785,100038543
Brazil,65343.5,100038543
Brazil,57135,100038543
Brazil,28247,100038543
Brazil,62585.5,100038543
Brazil,358243.5,100038543
Brazil,241071,100038543
Brazil,327600.5,100038543
Brazil,102565.5,100038543
Brazil,79133,100038543
Brazil,55324,100038543
Brazil,94938.5,100038543
Brazil,29554,100038543
Brazil,45715,100038543
Brazil,55587,100038543
Brazil,35472.5,100038543
Brazil,31565,100038543
Brazil,57764.5,100038543
Brazil,51327.5,100038543
Brazil,57296.5,100038543
Brazil,56864.5,100038543
Brazil,26278.5,100038543
Brazil,51852.5,100038543
Brazil,9129,100038543
Brazil,144743.5,100038543
Brazil,201317,100038543
Brazil,55910,100038543
Brazil,464764.5,100038543
Brazil,239211.5,100038543
Brazil,164047,100038543
Brazil,154794,100038543
Brazil,710737.5,100038543
Brazil,222861,100038543
Brazil,30250,100038543
Brazil,123379,100038543
Brazil,95132,100038543
Brazil,1008328,100038543
Brazil,803441.5,100038543
Brazil,383098.5,100038543
Brazil,162676,100038543
