name,,count
Tanzania,164268,7338218.5
Tanzania,12471,7338218.5
Tanzania,27929.5,7338218.5
Tanzania,52558,7338218.5
Tanzania,35822.5,7338218.5
Tanzania,15553,7338218.5
Tanzania,41609.5,7338218.5
Tanzania,7994.5,7338218.5
Tanzania,10093.5,7338218.5
Tanzania,42017.5,7338218.5
Tanzania,103290,7338218.5
Tanzania,31549.5,7338218.5
Tanzania,91674,7338218.5
Tanzania,600,7338218.5
Tanzania,8997,7338218.5
Tanzania,310,7338218.5
Tanzania,11534,7338218.5
Tanzania,47749.5,7338218.5
Tanzania,10836,7338218.5
Tanzania,7300.5,7338218.5
Tanzania,10421,7338218.5
Tanzania,19117,7338218.5
Tanzania,9768,7338218.5
Tanzania,463873,7338218.5
Tanzania,127137.5,7338218.5
Tanzania,47000,7338218.5
Tanzania,145893.5,7338218.5
Tanzania,27953.5,7338218.5
Tanzania,120923,7338218.5
Tanzania,217155.5,7338218.5
Tanzania,465372.5,7338218.5
Tanzania,242718.5,7338218.5
Tanzania,199405,7338218.5
Tanzania,330605,7338218.5
Tanzania,261855.5,7338218.5
Tanzania,388439,7338218.5
Tanzania,2814326,7338218.5
Thailand,9109,12304091
Thailand,9676,12304091
Thailand,24561,12304091
Thailand,31219,12304091
Thailand,43522,12304091
Thailand,34544,12304091
Thailand,14030,12304091
Thailand,58787,12304091
